C:\Users\lgidu\venv\pyPoll_hw\Scripts\python.exe C:/Users/lgidu/PycharmProjects/pythonhw/pyboss2.py
<zip object at 0x000001F7DB0DE808>
['EmpID', 'FirstName', 'LastName', 'DOB', 'SSN', 'State']
['586', 'Donald', 'Young', '5/31/1991', '***-**-9174', 'ID']
['1831', 'Megan', 'Smith', '12/23/1989', '***-**-9069', 'NH']
['1536', 'Cheryl', 'Barrera', '7/29/1975', '***-**-3870', 'OR']
['624', 'Megan', 'Thomas', '7/27/1967', '***-**-4278', 'AK']
['596', 'Lisa', 'Stone', '1/2/1967', '***-**-2423', 'GA']
['500', 'Reginald', 'Smith', '5/4/1976', '***-**-0992', 'VA']
['1954', 'Deborah', 'Ayers', '6/5/1980', '***-**-8040', 'GA']
['1118', 'Steven', 'Roberts', '4/10/1980', '***-**-1943', 'WV']
['1112', 'Savannah', 'Smith', '1/29/1974', '***-**-3554', 'MS']
['66', 'Samantha', 'Thompson', '4/11/1958', '***-**-8610', 'TN']
['1997', 'Lindsay', 'Cruz', '3/14/1970', '***-**-9234', 'MD']
['1482', 'Edward', 'Hamilton', '8/6/1972', '***-**-7328', 'NE']
['996', 'Michelle', 'Reed', '6/11/1991', '***-**-3749', 'CA']
['1015', 'Jeffrey', 'Donaldson', '8/22/1984', '***-**-4075', 'IA']
['2079', 'Brittany', 'Chavez', '7/13/1982', '***-**-4926', 'WY']
['23', 'Christopher', 'Greene', '7/15/1963', '***-**-3700', 'ME']
['1555', 'Robert', 'Rangel', '1/30/1963', '***-**-5076', 'MT']
['728', 'Emily', 'Armstrong', '11/10/1961', '***-**-5902', 'NH']
['836', 'Beth', 'Estrada', '12/8/1957', '***-**-4848', 'NY']
['1620', 'Donna', 'Butler', '6/12/1963', '***-**-3521', 'ID']
['1597', 'Cynthia', 'Wells', '5/26/1990', '***-**-9753', 'ID']
['1270', 'Steve', 'Medina', '11/10/1992', '***-**-2125', 'OH']
['1254', 'Sharon', 'Smith', '10/31/1973', '***-**-8540', 'SC']
['579', 'Samuel', 'Velasquez', '12/22/1973', '***-**-7602', 'MS']
['1157', 'Gabrielle', 'Martinez', '12/25/1974', '***-**-5050', 'NC']
['621', 'Michelle', 'Johnson', '11/10/1990', '***-**-3933', 'NJ']
['1013', 'Lauren', 'Scott', '8/23/1988', '***-**-7641', 'NV']
['1251', 'Brittany', 'Wagner', '1/10/1988', '***-**-0524', 'NM']
['2119', 'Michael', 'Romero', '11/8/1988', '***-**-7219', 'WV']
['776', 'Jason', 'Kelley', '6/16/1959', '***-**-3807', 'KS']
['1091', 'Brad', 'Jackson', '12/27/1985', '***-**-9351', 'ME']
['700', 'Rodney', 'Jimenez', '5/1/1976', '***-**-2089', 'IA']
['254', 'Steven', 'Williams', '8/3/1972', '***-**-1509', 'HI']
['1821', 'Rebecca', 'Sanders', '5/2/1970', '***-**-7371', 'ND']
['1595', 'Harold', 'Potts', '4/2/1960', '***-**-7308', 'MD']
['1733', 'Lynn', 'Cortez', '4/20/1975', '***-**-4492', 'OH']
['1213', 'Stephanie', 'Sanders', '10/27/1986', '***-**-4035', 'TN']
['908', 'Tyler', 'Bridges', '7/23/1990', '***-**-1025', 'LA']
['246', 'Edward', 'Jones', '9/5/1972', '***-**-6467', 'IL']
['1125', 'Bruce', 'Smith', '1/21/1961', '***-**-4804', 'AZ']
['870', 'Sheila', 'Bradshaw', '10/7/1969', '***-**-1234', 'NH']
['57', 'Ernest', 'Jenkins', '11/20/1966', '***-**-5113', 'WI']
['430', 'Lisa', 'Williams', '1/21/1986', '***-**-0753', 'MS']
['226', 'Anna', 'Martinez', '3/22/1977', '***-**-1449', 'ID']
['444', 'Lisa', 'Diaz', '2/21/1975', '***-**-0151', 'NY']
['612', 'Amy', 'May', '1/5/1974', '***-**-4123', 'NJ']
['75', 'Kathryn', 'Gibson', '1/20/1960', '***-**-4605', 'WV']
['26', 'Timothy', 'Kirby', '1/26/1972', '***-**-5417', 'OR']
['897', 'John', 'Chavez', '2/14/1972', '***-**-4233', 'MI']
['1452', 'Spencer', 'Cole', '10/12/1993', '***-**-3934', 'NV']
['419', 'Aaron', 'Klein', '3/8/1975', '***-**-9830', 'WI']
['1552', 'Maxwell', 'Anderson', '9/18/1966', '***-**-5300', 'DE']
['1764', 'Brian', 'Schultz', '11/2/1969', '***-**-7839', 'MA']
['1920', 'Heather', 'Kramer', '4/14/1959', '***-**-2420', 'IA']
['1420', 'Kimberly', 'Brown', '9/16/1983', '***-**-7936', 'RI']
['1836', 'Justin', 'Davis', '4/30/1973', '***-**-0965', 'WY']
['85', 'Evan', 'Johnson', '3/3/1967', '***-**-8890', 'TX']
['543', 'Robert', 'Sanford', '9/9/1975', '***-**-9997', 'ND']
['1283', 'Meagan', 'Lopez', '6/8/1976', '***-**-7023', 'MS']
['1539', 'Shawn', 'Lindsey', '10/11/1982', '***-**-9646', 'KS']
['972', 'Emily', 'Johnson', '10/15/1978', '***-**-3801', 'NH']
['1544', 'Lance', 'Chambers', '11/6/1990', '***-**-9888', 'KS']
['1669', 'John', 'Young', '11/22/1956', '***-**-8229', 'AL']
['927', 'Marcus', 'Rogers', '6/8/1976', '***-**-3011', 'KY']
['1456', 'Claudia', 'King', '6/28/1975', '***-**-9304', 'NJ']
['979', 'David', 'Morton', '6/24/1983', '***-**-2468', 'RI']
['2118', 'Christine', 'Hines', '8/18/1964', '***-**-7354', 'NJ']
['1084', 'Kimberly', 'Rice', '10/13/1974', '***-**-5904', 'SD']
['750', 'Joseph', 'Rose', '3/19/1965', '***-**-3290', 'RI']
['758', 'Christina', 'Lynn', '10/9/1976', '***-**-4326', 'MT']
['987', 'Kirk', 'Jones', '6/29/1969', '***-**-7998', 'WI']
['799', 'John', 'Hughes', '10/13/1960', '***-**-3398', 'NC']
['1563', 'Mariah', 'Brown', '5/8/1969', '***-**-4973', 'ME']
['1359', 'Anthony', 'Kelly', '8/11/1993', '***-**-0866', 'SD']
['1163', 'Stephanie', 'Hamilton', '1/27/1957', '***-**-5919', 'WV']
['1083', 'Antonio', 'Pitts', '8/31/1963', '***-**-6298', 'FL']
['1514', 'Michael', 'Rowland', '2/7/1972', '***-**-1666', 'ID']
['1490', 'Barbara', 'Mitchell', '2/8/1967', '***-**-8486', 'NC']
['353', 'Lindsey', 'Knight', '10/6/1990', '***-**-2460', 'NJ']
['1571', 'Kristi', 'Young', '6/19/1986', '***-**-2756', 'KS']
['1560', 'Martha', 'Castillo', '5/16/1964', '***-**-7382', 'SD']
['1176', 'Denise', 'Wilson', '10/17/1984', '***-**-7310', 'WV']
['1309', 'Michelle', 'Taylor', '12/14/1980', '***-**-5485', 'WI']
['694', 'Christine', 'Miller', '11/23/1979', '***-**-5053', 'TX']
['1728', 'Thomas', 'Fisher', '5/1/1959', '***-**-5388', 'HI']
['1079', 'Isaac', 'Mathis', '4/22/1963', '***-**-7781', 'AZ']
['1204', 'Stephanie', 'Welch', '8/7/1967', '***-**-8938', 'LA']
['1466', 'Chelsea', 'Lang', '11/5/1986', '***-**-7524', 'HI']
['1255', 'Christopher', 'Mcguire', '7/9/1964', '***-**-5513', 'NY']
['28', 'Charles', 'Heath', '11/19/1970', '***-**-8882', 'MT']
['1241', 'Karen', 'Mcgee', '11/26/1961', '***-**-0476', 'VA']
['2018', 'Michael', 'Waller', '3/28/1961', '***-**-3017', 'TX']
['1928', 'Robert', 'Thompson', '12/8/1970', '***-**-9037', 'WV']
['1905', 'Leslie', 'Nichols', '12/8/1970', '***-**-3232', 'MN']
['889', 'Amy', 'Reed', '10/22/1963', '***-**-1180', 'NY']
['623', 'Nicole', 'Harris', '1/25/1970', '***-**-5820', 'MO']
['1454', 'James', 'Newman', '7/2/1994', '***-**-3909', 'AR']
['1790', 'Tristan', 'Vasquez', '3/30/1961', '***-**-1028', 'KS']
['416', 'Robert', 'Fritz', '6/3/1966', '***-**-3095', 'DE']
['459', 'Stephen', 'Foster', '7/7/1986', '***-**-2622', 'CO']
['1930', 'David', 'Robertson', '11/8/1985', '***-**-2514', 'MS']
['1402', 'Michael', 'Chang', '8/9/1983', '***-**-8493', 'NV']
['1682', 'Amy', 'Martinez', '8/2/1959', '***-**-1543', 'WV']
['805', 'Benjamin', 'Johnson', '4/26/1974', '***-**-9312', 'MO']
['1767', 'Anthony', 'Moore', '12/22/1959', '***-**-1898', 'IN']
['1231', 'Amy', 'Burns', '8/26/1960', '***-**-6040', 'TN']
['1849', 'Bryan', 'Nelson', '4/11/1975', '***-**-0949', 'IL']
['1228', 'Bryan', 'Larsen', '10/16/1960', '***-**-7673', 'OH']
['1439', 'Robert', 'Barr', '3/26/1981', '***-**-5223', 'VA']
['2000', 'Kathleen', 'Johnson', '4/19/1985', '***-**-1364', 'ME']
['991', 'Sean', 'Conley', '8/2/1983', '***-**-5803', 'NV']
['506', 'Kirsten', 'Ho', '11/23/1974', '***-**-6496', 'ME']
['11', 'Nicholas', 'Harrison', '12/22/1958', '***-**-5796', 'NY']
['451', 'Cheyenne', 'Downs', '11/9/1966', '***-**-0100', 'RI']
['603', 'Kevin', 'Manning', '4/7/1976', '***-**-9575', 'MT']
['486', 'Marie', 'Novak', '9/23/1961', '***-**-8322', 'NJ']
['186', 'Derrick', 'Martin', '1/21/1959', '***-**-7014', 'NJ']
['502', 'Melissa', 'King', '3/25/1958', '***-**-3851', 'OR']
['176', 'Adam', 'Cherry', '9/27/1981', '***-**-1736', 'ID']
['374', 'Andrea', 'Mcneil', '4/11/1986', '***-**-3917', 'HI']
['545', 'Alison', 'Torres', '1/18/1992', '***-**-2807', 'OR']
['1918', 'Michelle', 'Taylor', '2/24/1986', '***-**-9645', 'MN']
['1751', 'Jesus', 'Young', '4/14/1966', '***-**-4117', 'IA']
['1183', 'Cody', 'Smith', '5/19/1958', '***-**-1743', 'GA']
['200', 'Jessica', 'Collins', '11/12/1987', '***-**-1222', 'MN']
['1511', 'Kyle', 'Perkins', '11/18/1966', '***-**-9580', 'MI']
['704', 'Cindy', 'Sellers', '1/14/1957', '***-**-1112', 'GA']
['65', 'Casey', 'Weaver', '3/20/1991', '***-**-6829', 'SC']
['2057', 'Debra', 'Ford', '12/11/1971', '***-**-4528', 'MO']
['1481', 'Kathleen', 'Smith', '12/31/1980', '***-**-3766', 'CO']
['1708', 'Alexander', 'Collins', '5/29/1984', '***-**-9653', 'SD']
['1030', 'Rebecca', 'Oneal', '10/1/1975', '***-**-7157', 'SC']
['914', 'Angela', 'Wilson', '12/19/1967', '***-**-6254', 'AR']
['368', 'Kelsey', 'Ramirez', '11/22/1978', '***-**-8811', 'NC']
['1513', 'Ivan', 'Hill', '8/28/1968', '***-**-0083', 'OH']
['1284', 'Kevin', 'Lane', '5/31/1982', '***-**-7964', 'LA']
['1153', 'Kevin', 'Jimenez', '5/24/1960', '***-**-4965', 'VT']
['407', 'Edward', 'Hall', '2/24/1991', '***-**-0151', 'NC']
['1219', 'Lisa', 'Jacobson', '12/8/1969', '***-**-5217', 'CT']
['455', 'Jeremy', 'Perez', '6/22/1990', '***-**-3952', 'TX']
['1625', 'Morgan', 'Rodriguez', '2/13/1988', '***-**-9618', 'NC']
['1090', 'Matthew', 'Meadows', '7/20/1974', '***-**-5815', 'ID']
['372', 'Lisa', 'Stephens', '6/22/1994', '***-**-6572', 'AZ']
['1607', 'William', 'Wilkerson', '11/30/1968', '***-**-4399', 'GA']
['148', 'Kristina', 'Young', '9/22/1987', '***-**-8377', 'IA']
['1553', 'Susan', 'Reid', '6/26/1965', '***-**-2591', 'NJ']
['705', 'Elizabeth', 'Turner', '11/25/1967', '***-**-5101', 'NC']
['1350', 'Whitney', 'Goodman', '2/20/1989', '***-**-6689', 'IN']
['292', 'Erica', 'Thomas', '7/29/1977', '***-**-0938', 'KS']
['2097', 'Hailey', 'Riggs', '4/1/1972', '***-**-2619', 'CO']
['1099', 'Jeffery', 'Webster', '10/23/1959', '***-**-3861', 'TN']
['1959', 'Elizabeth', 'Anderson', '4/21/1984', '***-**-1828', 'TN']
['1651', 'Jessica', 'Jackson', '1/1/1985', '***-**-4999', 'MD']
['1034', 'Jim', 'Williams', '11/30/1973', '***-**-4033', 'DE']
['1336', 'Michael', 'Lane', '3/9/1967', '***-**-2550', 'TX']
['2054', 'Pamela', 'Guerra', '7/31/1959', '***-**-0796', 'AK']
['1509', 'Scott', 'Brown', '3/28/1978', '***-**-6997', 'MT']
['131', 'Alexis', 'Medina', '10/3/1974', '***-**-2841', 'MI']
['140', 'Kimberly', 'Robles', '8/25/1984', '***-**-3199', 'WV']
['937', 'Joel', 'Lara', '3/6/1959', '***-**-1980', 'CT']
['1277', 'Chelsea', 'Rivera', '2/14/1986', '***-**-1067', 'MI']
['720', 'Brandon', 'Davis', '2/6/1959', '***-**-9493', 'NV']
['2092', 'George', 'Summers', '9/22/1993', '***-**-6604', 'NV']
['729', 'Heather', 'Martinez', '4/8/1977', '***-**-3793', 'OK']
['1502', 'Sharon', 'Jones', '2/10/1986', '***-**-0973', 'ND']
['786', 'Gabriela', 'Stewart', '7/22/1987', '***-**-4654', 'WY']
['1898', 'Mary', 'Camacho', '8/29/1967', '***-**-4308', 'OK']
['681', 'Rebecca', 'Lewis', '12/4/1981', '***-**-9952', 'NJ']
['2022', 'Michelle', 'Patel', '7/19/1959', '***-**-1627', 'IA']
['42', 'Joel', 'Stanton', '11/30/1984', '***-**-9603', 'RI']
['1527', 'Carly', 'Robinson', '4/7/1990', '***-**-8685', 'VA']
['661', 'Jocelyn', 'Boyd', '4/8/1976', '***-**-3078', 'CT']
['1409', 'Mark', 'Hayes', '11/4/1979', '***-**-3981', 'MI']
['1683', 'Nicole', 'Gordon', '11/26/1974', '***-**-2074', 'KY']
['334', 'Kevin', 'Cummings', '11/10/1963', '***-**-9813', 'MA']
['855', 'Brianna', 'Coleman', '6/22/1986', '***-**-4898', 'ID']
['448', 'Tamara', 'Nash', '12/10/1985', '***-**-4178', 'SC']
['134', 'Rodney', 'Hart', '12/13/1975', '***-**-2389', 'AZ']
['1156', 'Steven', 'Martin', '4/3/1970', '***-**-6426', 'KY']
['472', 'Denise', 'Alexander', '3/14/1992', '***-**-1207', 'OK']
['809', 'Erin', 'Brown', '5/23/1980', '***-**-5035', 'WY']
['1576', 'Joseph', 'Schmidt', '4/29/1994', '***-**-7769', 'IL']
['1000', 'Paul', 'Villa', '8/23/1973', '***-**-4562', 'NC']
['524', 'Harold', 'Torres', '10/1/1982', '***-**-9806', 'WV']
['366', 'William', 'Richmond', '3/29/1983', '***-**-4633', 'LA']
['960', 'Mary', 'Day', '2/14/1982', '***-**-5865', 'IN']
['311', 'Jennifer', 'Fuentes', '4/14/1973', '***-**-5121', 'GA']
['1783', 'Brandon', 'Sanders', '12/7/1962', '***-**-1120', 'WI']
['1394', 'Kathy', 'Wilson', '1/18/1967', '***-**-1177', 'MO']
['688', 'Joseph', 'Ward', '8/7/1959', '***-**-9600', 'VA']
['1347', 'Jessica', 'Gillespie', '3/3/1986', '***-**-0215', 'AL']
['38', 'Anthony', 'Hopkins', '8/8/1988', '***-**-2095', 'IA']
['721', 'Brittany', 'Owens', '4/21/1990', '***-**-3729', 'ME']
['235', 'James', 'Hunter', '4/1/1991', '***-**-0818', 'GA']
['1798', 'Jason', 'Soto', '3/9/1968', '***-**-5038', 'AK']
['563', 'Brandon', 'Phillips', '6/20/1986', '***-**-2666', 'AL']
['302', 'Emily', 'Cox', '4/3/1973', '***-**-1929', 'NC']
['2033', 'Kayla', 'Reese', '12/21/1969', '***-**-6984', 'NE']
['1065', 'Gavin', 'Rivera', '10/4/1972', '***-**-6271', 'SD']
['1188', 'Miranda', 'Mcdonald', '11/29/1972', '***-**-4147', 'MI']
['1037', 'Jerry', 'Wilson', '9/5/1962', '***-**-6641', 'IA']
['1584', 'Barbara', 'Oconnor', '11/15/1982', '***-**-9780', 'WV']
['860', 'Audrey', 'Moss', '1/7/1969', '***-**-5042', 'WV']
['415', 'Courtney', 'Bennett', '9/27/1987', '***-**-4205', 'IL']
['584', 'James', 'Rangel', '7/10/1982', '***-**-4627', 'ME']
['1757', 'Samantha', 'Martin', '10/15/1988', '***-**-1617', 'LA']
['1041', 'Rachel', 'Neal', '4/9/1991', '***-**-2388', 'ME']
['641', 'Linda', 'Brown', '6/3/1985', '***-**-0152', 'MS']
['1960', 'Valerie', 'Cummings', '9/4/1969', '***-**-3223', 'WI']
['1662', 'Jacqueline', 'Hoffman', '10/23/1961', '***-**-2618', 'ID']
['590', 'Miguel', 'Buck', '3/5/1985', '***-**-6117', 'WI']
['1570', 'Charles', 'Garrison', '7/18/1957', '***-**-2506', 'TX']
['736', 'John', 'Wright', '6/10/1990', '***-**-9753', 'LA']
['1533', 'Amy', 'Pratt', '2/25/1988', '***-**-1616', 'AK']
['2082', 'Spencer', 'Clark', '2/14/1957', '***-**-1777', 'VT']
['1619', 'Christopher', 'Johnson', '5/14/1975', '***-**-0661', 'OH']
['1494', 'Stephanie', 'Goodwin', '3/7/1970', '***-**-4487', 'NH']
['491', 'Kimberly', 'Rasmussen', '12/6/1981', '***-**-5834', 'NJ']
['1982', 'Rachel', 'Hayes', '5/18/1983', '***-**-3885', 'OR']
['2028', 'Tony', 'Pitts', '12/23/1988', '***-**-5643', 'AZ']
['1280', 'Joshua', 'Adams', '1/29/1976', '***-**-5919', 'OR']
['310', 'Anthony', 'Smith', '3/29/1962', '***-**-0832', 'LA']
['1435', 'Tiffany', 'Vargas', '12/16/1968', '***-**-3210', 'ME']
['422', 'Brian', 'Fry', '11/20/1972', '***-**-2425', 'MI']
['323', 'Jesse', 'Jones', '4/11/1989', '***-**-5926', 'WV']
['821', 'Mark', 'Allen', '10/17/1978', '***-**-5259', 'AZ']
['206', 'Evan', 'Bryan', '12/22/1977', '***-**-2978', 'OR']
['2023', 'Zoe', 'Wilson', '10/30/1989', '***-**-9478', 'VA']
['740', 'Jerome', 'Burns', '6/16/1961', '***-**-4140', 'HI']
['352', 'Michael', 'Roberts', '6/19/1980', '***-**-1994', 'CA']
['1643', 'Jonathan', 'Marsh', '3/11/1962', '***-**-2496', 'AL']
['815', 'Amanda', 'Barrett', '12/5/1976', '***-**-4090', 'ND']
['1036', 'Andrew', 'Davis', '11/23/1993', '***-**-9582', 'KS']
['1467', 'Audrey', 'Little', '3/13/1965', '***-**-7930', 'AL']
['1652', 'Scott', 'Yates', '7/16/1974', '***-**-2195', 'MN']
['1847', 'Charles', 'Harper', '9/15/1964', '***-**-4143', 'KY']
['1968', 'Gabrielle', 'Morris', '3/28/1966', '***-**-7804', 'PA']
['1425', 'Rachel', 'Howard', '2/24/1980', '***-**-8484', 'WY']
['1739', 'Diane', 'Clark', '4/17/1972', '***-**-4221', 'SD']
['1824', 'Cynthia', 'Davis', '10/26/1962', '***-**-4868', 'OR']
['317', 'Cynthia', 'Cortez', '11/6/1972', '***-**-6986', 'MA']
['910', 'Jennifer', 'Bradley', '5/22/1984', '***-**-4366', 'MI']
['523', 'Austin', 'Cervantes', '8/26/1978', '***-**-0673', 'MO']
['982', 'Christopher', 'Werner', '11/6/1961', '***-**-2052', 'MI']
['929', 'Joseph', 'Avila', '5/9/1971', '***-**-6515', 'IN']
['1926', 'Douglas', 'Saunders', '11/24/1990', '***-**-7909', 'NE']
['1129', 'Robin', 'Rios', '3/25/1971', '***-**-5116', 'WY']
['2068', 'Matthew', 'Kirby', '4/9/1978', '***-**-5264', 'VT']
['280', 'Carol', 'Jones', '9/23/1988', '***-**-8830', 'VT']
['1147', 'Larry', 'Cook', '10/18/1987', '***-**-4533', 'NV']
['1641', 'Paul', 'Taylor', '8/27/1993', '***-**-2129', 'NM']
['1057', 'Charlotte', 'Townsend', '6/15/1978', '***-**-2012', 'IA']
['1316', 'Andrew', 'Molina', '6/23/1959', '***-**-9589', 'IN']
['401', 'Christina', 'Blevins', '3/12/1976', '***-**-5666', 'WV']
['834', 'Amy', 'Nixon', '8/26/1958', '***-**-8968', 'WV']
['818', 'Lori', 'Wade', '7/25/1978', '***-**-1684', 'MN']
['1768', 'Cassandra', 'Knight', '6/16/1977', '***-**-3338', 'OR']
['1095', 'Timothy', 'Miller', '3/25/1967', '***-**-4271', 'DE']
['1760', 'Matthew', 'Byrd', '11/19/1963', '***-**-2667', 'CT']
['1438', 'Eric', 'Cross', '11/19/1982', '***-**-2123', 'IL']
['691', 'Keith', 'Fisher', '8/8/1968', '***-**-8435', 'NH']
['142', 'Brian', 'Wiley', '11/24/1990', '***-**-7693', 'PA']
['708', 'Katherine', 'Cain', '9/7/1976', '***-**-1330', 'NE']
['1101', 'Lisa', 'Little', '12/5/1985', '***-**-9815', 'DE']
['168', 'Elizabeth', 'Martin', '5/5/1979', '***-**-1796', 'IL']
['1743', 'Kimberly', 'Rangel', '9/16/1990', '***-**-8213', 'NJ']
['345', 'Michele', 'Cameron', '10/26/1969', '***-**-5529', 'NC']
['193', 'Carolyn', 'James', '9/26/1980', '***-**-8421', 'OK']
['919', 'Shannon', 'Stephens', '2/3/1982', '***-**-1082', 'OK']
['1422', 'Paul', 'Thomas', '8/20/1988', '***-**-1201', 'ND']
['850', 'Jennifer', 'Silva', '2/13/1984', '***-**-2957', 'NH']
['1445', 'Olivia', 'Price', '1/15/1991', '***-**-3802', 'NJ']
['251', 'William', 'Mendoza', '1/16/1963', '***-**-7434', 'TN']
['464', 'Robert', 'Hill', '12/11/1974', '***-**-9668', 'AK']
['1746', 'Christopher', 'Harris', '8/12/1990', '***-**-3876', 'AZ']
['1940', 'Anna', 'Bradshaw', '7/29/1967', '***-**-9055', 'IN']
['726', 'Stephanie', 'Gomez', '10/21/1977', '***-**-9738', 'AR']
['757', 'Travis', 'Huber', '7/26/1991', '***-**-0959', 'NJ']
['1458', 'Frederick', 'Jackson', '5/13/1992', '***-**-1210', 'NH']
['269', 'Robert', 'Shaw', '1/31/1980', '***-**-6108', 'IN']
['255', 'Brianna', 'Black', '4/6/1973', '***-**-0172', 'OR']
['305', 'Thomas', 'Moon', '4/24/1986', '***-**-9313', 'MO']
['367', 'Cynthia', 'Brown', '8/5/1993', '***-**-1496', 'RI']
['1038', 'Christopher', 'Bailey', '3/13/1957', '***-**-8123', 'IA']
['1762', 'Adam', 'Perkins', '7/10/1983', '***-**-5728', 'WY']
['369', 'Anita', 'Gray', '1/26/1966', '***-**-2599', 'WI']
['1138', 'Michelle', 'Hall', '2/4/1991', '***-**-4844', 'NY']
['1022', 'Matthew', 'Mcdaniel', '6/16/1967', '***-**-8605', 'ID']
['737', 'Renee', 'Freeman', '2/13/1992', '***-**-2091', 'UT']
['1375', 'Donald', 'Williams', '10/28/1971', '***-**-9180', 'AK']
['50', 'Karen', 'Leach', '8/20/1971', '***-**-8595', 'IL']
['2085', 'Andrew', 'Bailey', '3/20/1974', '***-**-3535', 'WV']
['2055', 'Leslie', 'Obrien', '11/20/1980', '***-**-6722', 'HI']
['828', 'Michael', 'Garcia', '10/15/1977', '***-**-4735', 'KY']
['1835', 'Tina', 'Hopkins', '3/8/1973', '***-**-4551', 'AR']
['882', 'Kelsey', 'Pierce', '6/11/1959', '***-**-5971', 'UT']
['253', 'John', 'Robinson', '8/18/1992', '***-**-6499', 'IA']
